ProductKey,CustomerKey,OrderDate,Quantity,Net Price
1666,175,2008-01-01,1,16.0455
1666,178,2008-01-01,1,16.0455
2145,18813,2008-01-01,1,123.405
744,18813,2008-01-01,1,37.905
2053,18813,2008-01-01,1,94.9905
2365,18813,2008-01-01,1,379.9905
1270,18813,2008-01-01,1,6.6025
1497,18813,2008-01-01,1,253.65
1452,18813,2008-01-01,1,278.35
2206,18813,2008-01-01,1,604.1905
1552,18813,2008-01-01,1,378.1
956,18813,2008-01-01,1,188.1
755,18813,2008-01-01,1,24.225
2382,18813,2008-01-01,1,104.4905
1253,18813,2008-01-01,1,18.9905
1230,18813,2008-01-01,1,1453.5
1322,18813,2008-01-01,1,31.3405
929,18813,2008-01-01,1,32.2905
1261,18813,2008-01-01,1,35.1405
933,18813,2008-01-01,1,52.25
2290,18813,2008-01-01,1,113.9905
2345,18813,2008-01-01,1,218.4905
1646,18813,2008-01-01,1,151.9905
1010,18813,2008-01-01,1,177.555
300,18813,2008-01-01,1,208.05
1186,18813,2008-01-01,1,817.0
2173,18813,2008-01-01,1,154.85
2104,18813,2008-01-01,1,244.625
1553,18813,2008-01-01,1,254.6
1628,18813,2008-01-01,1,13.1955
1164,18813,2008-01-01,1,171.0
949,18813,2008-01-01,1,254.6
186,18813,2008-01-01,1,85.405
2235,18813,2008-01-01,1,96.8905
1593,18813,2008-01-01,1,13.1955
2493,18813,2008-01-01,1,23.7405
572,18824,2008-01-01,1,180.5
592,18824,2008-01-01,1,474.05
709,18840,2008-01-01,1,110.2
683,18840,2008-01-01,1,122.55
683,18841,2008-01-01,1,122.55
736,18841,2008-01-01,1,112.1
7,19036,2008-01-01,1,20.4915
7,19036,2008-01-01,2,20.4915
683,18841,2008-01-01,2,122.55
736,18841,2008-01-01,2,112.1
709,18840,2008-01-01,2,110.2
572,18824,2008-01-01,2,180.5
2145,18813,2008-01-01,2,123.405
2124,17164,2008-01-01,2,422.75
1270,18813,2008-01-01,2,6.6025
1763,4750,2008-01-01,2,94.7625
1452,18813,2008-01-01,2,278.35
2206,18813,2008-01-01,2,604.1905
1552,18813,2008-01-01,2,378.1
1253,18813,2008-01-01,2,18.9905
1230,18813,2008-01-01,2,1453.5
1322,18813,2008-01-01,2,31.3405
1261,18813,2008-01-01,2,35.1405
933,18813,2008-01-01,2,52.25
1776,15268,2008-01-01,2,40.85
2290,18813,2008-01-01,2,113.9905
1010,18813,2008-01-01,2,177.555
1186,18813,2008-01-01,2,817.0
2173,18813,2008-01-01,2,154.85
2104,18813,2008-01-01,2,244.625
1553,18813,2008-01-01,2,254.6
1628,18813,2008-01-01,2,13.1955
1666,14157,2008-01-01,2,16.0455
1666,15059,2008-01-01,2,16.0455
1666,15106,2008-01-01,2,16.0455
949,18813,2008-01-01,2,254.6
186,18813,2008-01-01,2,85.405
2235,18813,2008-01-01,2,96.8905
1666,18223,2008-01-01,2,16.0455
1666,18254,2008-01-01,2,16.0455
2493,18813,2008-01-01,2,23.7405
2492,18813,2008-01-01,2,23.7405
2492,18813,2008-01-01,3,23.7405
744,18813,2008-01-01,3,37.905
2053,18813,2008-01-01,3,94.9905
2365,18813,2008-01-01,3,379.9905
1497,18813,2008-01-01,3,253.65
956,18813,2008-01-01,3,188.1
2382,18813,2008-01-01,3,104.4905
1253,18813,2008-01-01,3,18.9905
1230,18813,2008-01-01,3,1453.5
929,18813,2008-01-01,3,32.2905
1776,15273,2008-01-01,3,40.85
2345,18813,2008-01-01,3,218.4905
1646,18813,2008-01-01,3,151.9905
1010,18813,2008-01-01,3,177.555
300,18813,2008-01-01,3,208.05
197,17606,2008-01-01,3,284.905
1628,18813,2008-01-01,3,13.1955
1666,14065,2008-01-01,3,16.0455
1666,14177,2008-01-01,3,16.0455
1666,14293,2008-01-01,3,16.0455
1164,18813,2008-01-01,3,171.0
1666,16643,2008-01-01,3,16.0455
186,18813,2008-01-01,3,85.405
2235,18813,2008-01-01,3,96.8905
1666,17259,2008-01-01,3,16.0455
1666,17270,2008-01-01,3,16.0455
1666,18046,2008-01-01,3,16.0455
2493,18813,2008-01-01,3,23.7405
592,18824,2008-01-01,3,474.05
683,18840,2008-01-01,3,122.55
736,18841,2008-01-01,3,112.1
2492,18813,2008-01-01,4,23.7405
2493,18813,2008-01-01,4,23.7405
2145,18813,2008-01-01,4,123.405
744,18813,2008-01-01,4,37.905
2053,18813,2008-01-01,4,94.9905
2124,17159,2008-01-01,4,422.75
2365,18813,2008-01-01,4,379.9905
1270,18813,2008-01-01,4,6.6025
1497,18813,2008-01-01,4,253.65
1452,18813,2008-01-01,4,278.35
2206,18813,2008-01-01,4,604.1905
1552,18813,2008-01-01,4,378.1
956,18813,2008-01-01,4,188.1
755,18813,2008-01-01,4,24.225
2382,18813,2008-01-01,4,104.4905
1763,4780,2008-01-01,4,94.7625
1322,18813,2008-01-01,4,31.3405
929,18813,2008-01-01,4,32.2905
1261,18813,2008-01-01,4,35.1405
2290,18813,2008-01-01,4,113.9905
2345,18813,2008-01-01,4,218.4905
1646,18813,2008-01-01,4,151.9905
300,18813,2008-01-01,4,208.05
1186,18813,2008-01-01,4,817.0
2173,18813,2008-01-01,4,154.85
2104,18813,2008-01-01,4,244.625
1553,18813,2008-01-01,4,254.6
1666,14173,2008-01-01,4,16.0455
1666,15098,2008-01-01,4,16.0455
1666,15540,2008-01-01,4,16.0455
1666,15690,2008-01-01,4,16.0455
1666,16459,2008-01-01,4,16.0455
1666,16617,2008-01-01,4,16.0455
1666,16628,2008-01-01,4,16.0455
1666,16663,2008-01-01,4,16.0455
1666,17078,2008-01-01,4,16.0455
192,5970,2008-01-01,4,569.05
1666,18238,2008-01-01,4,16.0455
1666,18247,2008-01-01,4,16.0455
1593,18813,2008-01-01,4,13.1955
572,18824,2008-01-01,4,180.5
709,18840,2008-01-01,4,110.2
7,19036,2008-01-01,4,20.4915
1728,11805,2008-01-03,1,63.84
1728,11807,2008-01-03,1,63.84
1728,11810,2008-01-03,1,63.84
1728,11811,2008-01-03,1,63.84
249,9846,2008-01-03,1,159.2
249,9848,2008-01-03,1,159.2
279,9855,2008-01-03,1,239.2
1884,6112,2008-01-03,1,1454.4
1884,6114,2008-01-03,1,1454.4
1884,6195,2008-01-03,1,1454.4
1840,6199,2008-01-03,1,1279.2
1840,6200,2008-01-03,1,1279.2
1840,6201,2008-01-03,1,1279.2
1840,6202,2008-01-03,1,1279.2
1819,9057,2008-01-03,1,25.6
1594,4668,2008-01-03,1,7.992
1594,4673,2008-01-03,1,7.992
1594,4681,2008-01-03,1,7.992
379,9894,2008-01-03,2,260.8
1884,6115,2008-01-03,2,1454.4
1819,9044,2008-01-03,2,25.6
1840,6198,2008-01-03,2,1279.2
1728,11806,2008-01-03,3,63.84
1728,11816,2008-01-03,3,63.84
1594,4675,2008-01-03,3,7.992
1689,12275,2008-01-06,1,4.731
1689,12277,2008-01-06,1,4.731
1689,12278,2008-01-06,1,4.731
1689,12279,2008-01-06,1,4.731
1689,12328,2008-01-06,1,4.731
1689,12380,2008-01-06,1,4.731
1689,12518,2008-01-06,1,4.731
1689,12550,2008-01-06,1,4.731
1689,12559,2008-01-06,1,4.731
1689,12565,2008-01-06,1,4.731
1689,12667,2008-01-06,1,4.731
1689,12668,2008-01-06,1,4.731
1689,12688,2008-01-06,1,4.731
1689,12689,2008-01-06,1,4.731
1689,12693,2008-01-06,1,4.731
1689,12694,2008-01-06,1,4.731
1689,12695,2008-01-06,1,4.731
1689,12696,2008-01-06,1,4.731
1689,12698,2008-01-06,1,4.731
1689,12699,2008-01-06,1,4.731
1689,12700,2008-01-06,1,4.731
1689,12701,2008-01-06,1,4.731
1689,12787,2008-01-06,1,4.731
1689,12788,2008-01-06,1,4.731
1689,12790,2008-01-06,1,4.731
1689,12791,2008-01-06,1,4.731
1689,12792,2008-01-06,1,4.731
1689,12793,2008-01-06,1,4.731
1689,12795,2008-01-06,1,4.731
1757,4839,2008-01-06,1,53.105
1757,4840,2008-01-06,1,53.105
1757,5219,2008-01-06,1,53.105
1757,5223,2008-01-06,1,53.105
1757,5224,2008-01-06,1,53.105
197,18328,2008-01-06,1,284.905
197,18330,2008-01-06,1,284.905
197,18335,2008-01-06,1,284.905
1874,5083,2008-01-06,1,1727.1
1874,5085,2008-01-06,1,1727.1
1874,5088,2008-01-06,1,1727.1
1874,5089,2008-01-06,1,1727.1
1857,5846,2008-01-06,1,2520.255
1857,5853,2008-01-06,1,2520.255
1857,5854,2008-01-06,1,2520.255
1857,5855,2008-01-06,1,2520.255
1857,5862,2008-01-06,1,2520.255
1857,5863,2008-01-06,1,2520.255
1857,5866,2008-01-06,1,2520.255
1830,5073,2008-01-06,1,1519.05
1830,5075,2008-01-06,1,1519.05
1830,5076,2008-01-06,1,1519.05
1830,5077,2008-01-06,1,1519.05
1830,5078,2008-01-06,1,1519.05
1830,5080,2008-01-06,1,1519.05
1830,5081,2008-01-06,1,1519.05
1824,4261,2008-01-06,1,30.4
1824,4277,2008-01-06,1,30.4
1824,4278,2008-01-06,1,30.4
1824,4279,2008-01-06,1,30.4
1824,4425,2008-01-06,1,30.4
1824,4520,2008-01-06,1,30.4
1824,4814,2008-01-06,1,30.4
1824,4820,2008-01-06,1,30.4
1824,4821,2008-01-06,1,30.4
1824,4825,2008-01-06,1,30.4
1692,12796,2008-01-06,1,6.6405
1692,12797,2008-01-06,1,6.6405
1692,12798,2008-01-06,1,6.6405
1692,12801,2008-01-06,1,6.6405
1692,12802,2008-01-06,1,6.6405
1692,12803,2008-01-06,1,6.6405
1692,12806,2008-01-06,1,6.6405
1692,13238,2008-01-06,1,6.6405
1692,13276,2008-01-06,1,6.6405
1692,13448,2008-01-06,1,6.6405
1692,13449,2008-01-06,1,6.6405
1692,13450,2008-01-06,1,6.6405
1692,13452,2008-01-06,1,6.6405
1692,13491,2008-01-06,1,6.6405
1692,13493,2008-01-06,1,6.6405
1692,13619,2008-01-06,1,6.6405
1692,13620,2008-01-06,1,6.6405
1692,13621,2008-01-06,1,6.6405
1692,13649,2008-01-06,1,6.6405
1692,13652,2008-01-06,1,6.6405
1692,13653,2008-01-06,1,6.6405
1692,13738,2008-01-06,1,6.6405
1692,13741,2008-01-06,1,6.6405
1692,13742,2008-01-06,1,6.6405
1692,13744,2008-01-06,1,6.6405
1692,13746,2008-01-06,1,6.6405
1143,18813,2008-01-06,1,311.6
2337,18813,2008-01-06,1,218.4905
413,18813,2008-01-06,1,569.05
1230,18813,2008-01-06,1,1453.5
1195,18813,2008-01-06,1,622.25
1170,18813,2008-01-06,1,601.35
328,18813,2008-01-06,1,246.05
1037,18813,2008-01-06,1,179.075
899,18813,2008-01-06,1,41.8
753,18813,2008-01-06,1,10.925
2349,18813,2008-01-06,1,436.9905
854,18813,2008-01-06,1,122.55
902,18813,2008-01-06,1,41.8
1568,18813,2008-01-06,1,266.0
743,18813,2008-01-06,1,12.3025
2040,18813,2008-01-06,1,132.9905
1268,18813,2008-01-06,1,47.462
719,18841,2008-01-06,1,216.6
122,18784,2008-01-06,1,265.9905
2505,18813,2008-01-06,1,9.4905
1143,18813,2008-01-06,2,311.6
2337,18813,2008-01-06,2,218.4905
413,18813,2008-01-06,2,569.05
1230,18813,2008-01-06,2,1453.5
1195,18813,2008-01-06,2,622.25
1689,12692,2008-01-06,2,4.731
1689,12794,2008-01-06,2,4.731
1692,12800,2008-01-06,2,6.6405
1692,13500,2008-01-06,2,6.6405
1692,13618,2008-01-06,2,6.6405
1170,18813,2008-01-06,2,601.35
197,18336,2008-01-06,2,284.905
328,18813,2008-01-06,2,246.05
1037,18813,2008-01-06,2,179.075
1830,5079,2008-01-06,2,1519.05
899,18813,2008-01-06,2,41.8
753,18813,2008-01-06,2,10.925
2349,18813,2008-01-06,2,436.9905
854,18813,2008-01-06,2,122.55
1874,5087,2008-01-06,2,1727.1
743,18813,2008-01-06,2,12.3025
2040,18813,2008-01-06,2,132.9905
1857,5861,2008-01-06,2,2520.255
1268,18813,2008-01-06,2,47.462
2505,18813,2008-01-06,2,9.4905
1824,4260,2008-01-06,3,30.4
2337,18813,2008-01-06,3,218.4905
1824,4822,2008-01-06,3,30.4
413,18813,2008-01-06,3,569.05
1230,18813,2008-01-06,3,1453.5
1689,12276,2008-01-06,3,4.731
1689,12329,2008-01-06,3,4.731
1689,12520,2008-01-06,3,4.731
1689,12697,2008-01-06,3,4.731
1692,12805,2008-01-06,3,6.6405
1692,13237,2008-01-06,3,6.6405
1692,13651,2008-01-06,3,6.6405
1692,13737,2008-01-06,3,6.6405
753,18813,2008-01-06,3,10.925
2349,18813,2008-01-06,3,436.9905
854,18813,2008-01-06,3,122.55
1757,5016,2008-01-06,3,53.105
1757,5222,2008-01-06,3,53.105
902,18813,2008-01-06,3,41.8
1568,18813,2008-01-06,3,266.0
1857,5867,2008-01-06,3,2520.255
1268,18813,2008-01-06,3,47.462
719,18841,2008-01-06,3,216.6
2505,18813,2008-01-06,3,9.4905
1143,18813,2008-01-06,4,311.6
1824,4280,2008-01-06,4,30.4
1195,18813,2008-01-06,4,622.25
1689,12281,2008-01-06,4,4.731
1689,12789,2008-01-06,4,4.731
1692,13451,2008-01-06,4,6.6405
1692,13733,2008-01-06,4,6.6405
1692,13743,2008-01-06,4,6.6405
1170,18813,2008-01-06,4,601.35
197,18329,2008-01-06,4,284.905
328,18813,2008-01-06,4,246.05
1830,5074,2008-01-06,4,1519.05
1874,5082,2008-01-06,4,1727.1
902,18813,2008-01-06,4,41.8
1568,18813,2008-01-06,4,266.0
2040,18813,2008-01-06,4,132.9905
719,18841,2008-01-06,4,216.6
2505,18813,2008-01-06,4,9.4905
1690,9329,2008-01-07,1,16.1405
1690,9330,2008-01-07,1,16.1405
1690,9336,2008-01-07,1,16.1405
1690,9337,2008-01-07,1,16.1405
1690,9338,2008-01-07,1,16.1405
1690,9339,2008-01-07,1,16.1405
1690,9341,2008-01-07,1,16.1405
1690,9345,2008-01-07,1,16.1405
1690,9346,2008-01-07,1,16.1405
1690,9347,2008-01-07,1,16.1405
1690,9348,2008-01-07,1,16.1405
1690,9361,2008-01-07,1,16.1405
1690,9365,2008-01-07,1,16.1405
1690,9367,2008-01-07,1,16.1405
1690,9368,2008-01-07,1,16.1405
1690,9462,2008-01-07,1,16.1405
1690,9476,2008-01-07,1,16.1405
1690,9477,2008-01-07,1,16.1405
1690,9478,2008-01-07,1,16.1405
1690,9636,2008-01-07,1,16.1405
1690,9637,2008-01-07,1,16.1405
1690,9645,2008-01-07,1,16.1405
1690,10272,2008-01-07,1,16.1405
1690,10288,2008-01-07,1,16.1405
1690,10289,2008-01-07,1,16.1405
1690,10294,2008-01-07,1,16.1405
1690,10295,2008-01-07,1,16.1405
1690,10301,2008-01-07,1,16.1405
1690,10317,2008-01-07,1,16.1405
1690,10325,2008-01-07,1,16.1405
1690,10327,2008-01-07,1,16.1405
1690,10328,2008-01-07,1,16.1405
1690,10420,2008-01-07,1,16.1405
1690,10434,2008-01-07,1,16.1405
1690,10435,2008-01-07,1,16.1405
1690,10436,2008-01-07,1,16.1405
950,1710,2008-01-07,1,275.5
950,2017,2008-01-07,1,275.5
950,2093,2008-01-07,1,275.5
950,2177,2008-01-07,1,275.5
950,2187,2008-01-07,1,275.5
273,6624,2008-01-07,1,322.05
273,6625,2008-01-07,1,322.05
273,6660,2008-01-07,1,322.05
273,6661,2008-01-07,1,322.05
273,6662,2008-01-07,1,322.05
1786,6343,2008-01-07,1,40.85
1786,6370,2008-01-07,1,40.85
1786,6486,2008-01-07,1,40.85
1786,6487,2008-01-07,1,40.85
1786,6488,2008-01-07,1,40.85
1822,6499,2008-01-07,1,30.4
1822,6519,2008-01-07,1,30.4
1822,6557,2008-01-07,1,30.4
1822,6659,2008-01-07,1,30.4
1822,6664,2008-01-07,1,30.4
1822,6665,2008-01-07,1,30.4
543,18825,2008-01-07,1,217.55
80,18795,2008-01-07,1,38.5225
976,18814,2008-01-07,1,178.6
2157,18814,2008-01-07,1,123.405
1159,18814,2008-01-07,1,1444.0
2149,18814,2008-01-07,1,154.85
2303,18814,2008-01-07,1,322.05
1999,18814,2008-01-07,1,94.9905
897,18814,2008-01-07,1,39.6435
1389,18814,2008-01-07,1,34.1905
2331,18814,2008-01-07,1,96.8905
2035,18814,2008-01-07,1,94.9905
2200,18814,2008-01-07,1,255.075
939,18814,2008-01-07,1,94.05
1498,18814,2008-01-07,1,285.0
2372,18814,2008-01-07,1,379.9905
348,18814,2008-01-07,1,720.1
437,18814,2008-01-07,1,474.905
2438,18814,2008-01-07,1,42.7405
2193,18814,2008-01-07,1,218.4905
360,18814,2008-01-07,1,361.0
1244,18814,2008-01-07,1,169.1
1260,18814,2008-01-07,1,35.1405
516,18814,2008-01-07,1,85.5
669,18841,2008-01-07,1,178.6
721,18841,2008-01-07,1,235.6
694,18841,2008-01-07,1,96.9
125,18784,2008-01-07,1,136.23
721,18841,2008-01-07,2,235.6
2157,18814,2008-01-07,2,123.405
1159,18814,2008-01-07,2,1444.0
897,18814,2008-01-07,2,39.6435
1389,18814,2008-01-07,2,34.1905
2331,18814,2008-01-07,2,96.8905
2200,18814,2008-01-07,2,255.075
939,18814,2008-01-07,2,94.05
1498,18814,2008-01-07,2,285.0
2372,18814,2008-01-07,2,379.9905
437,18814,2008-01-07,2,474.905
2438,18814,2008-01-07,2,42.7405
360,18814,2008-01-07,2,361.0
1244,18814,2008-01-07,2,169.1
80,18795,2008-01-07,2,38.5225
1690,9328,2008-01-07,2,16.1405
1690,10326,2008-01-07,2,16.1405
543,18825,2008-01-07,2,217.55
950,1534,2008-01-07,2,275.5
1822,6558,2008-01-07,2,30.4
1690,9335,2008-01-07,3,16.1405
1690,10271,2008-01-07,3,16.1405
950,1365,2008-01-07,3,275.5
976,18814,2008-01-07,3,178.6
2157,18814,2008-01-07,3,123.405
1159,18814,2008-01-07,3,1444.0
2149,18814,2008-01-07,3,154.85
1999,18814,2008-01-07,3,94.9905
897,18814,2008-01-07,3,39.6435
2331,18814,2008-01-07,3,96.8905
2035,18814,2008-01-07,3,94.9905
1498,18814,2008-01-07,3,285.0
2372,18814,2008-01-07,3,379.9905
348,18814,2008-01-07,3,720.1
437,18814,2008-01-07,3,474.905
2193,18814,2008-01-07,3,218.4905
360,18814,2008-01-07,3,361.0
1244,18814,2008-01-07,3,169.1
1260,18814,2008-01-07,3,35.1405
669,18841,2008-01-07,3,178.6
721,18841,2008-01-07,3,235.6
694,18841,2008-01-07,3,96.9
125,18784,2008-01-07,3,136.23
1690,9340,2008-01-07,4,16.1405
1690,9349,2008-01-07,4,16.1405
1690,9463,2008-01-07,4,16.1405
1690,10318,2008-01-07,4,16.1405
1690,10744,2008-01-07,4,16.1405
543,18825,2008-01-07,4,217.55
1786,6344,2008-01-07,4,40.85
1822,6506,2008-01-07,4,30.4
976,18814,2008-01-07,4,178.6
2149,18814,2008-01-07,4,154.85
2303,18814,2008-01-07,4,322.05
1389,18814,2008-01-07,4,34.1905
2200,18814,2008-01-07,4,255.075
348,18814,2008-01-07,4,720.1
437,18814,2008-01-07,4,474.905
2372,18814,2008-01-07,4,379.9905
2438,18814,2008-01-07,4,42.7405
2193,18814,2008-01-07,4,218.4905
1260,18814,2008-01-07,4,35.1405
80,18795,2008-01-07,4,38.5225
669,18841,2008-01-07,4,178.6
694,18841,2008-01-07,4,96.9
125,18784,2008-01-07,4,136.23
1829,5372,2008-01-08,1,1727.1
1829,5373,2008-01-08,1,1727.1
1829,5374,2008-01-08,1,1727.1
1829,5376,2008-01-08,1,1727.1
1829,5377,2008-01-08,1,1727.1
1829,5378,2008-01-08,1,1727.1
1829,5379,2008-01-08,1,1727.1
2130,17642,2008-01-08,1,422.75
2130,17644,2008-01-08,1,422.75
2130,17645,2008-01-08,1,422.75
2130,17646,2008-01-08,1,422.75
2130,17650,2008-01-08,1,422.75
1839,5383,2008-01-08,1,1727.1
1839,5384,2008-01-08,1,1727.1
1839,5385,2008-01-08,1,1727.1
1839,5386,2008-01-08,1,1727.1
1839,5478,2008-01-08,1,1727.1
1839,5479,2008-01-08,1,1727.1
168,9788,2008-01-08,1,122.55
168,9789,2008-01-08,1,122.55
168,9791,2008-01-08,1,122.55
168,9792,2008-01-08,1,122.55
168,10141,2008-01-08,1,122.55
241,7228,2008-01-08,1,312.55
241,7229,2008-01-08,1,312.55
241,7230,2008-01-08,1,312.55
241,7231,2008-01-08,1,312.55
241,7233,2008-01-08,1,312.55
241,7234,2008-01-08,1,312.55
241,7235,2008-01-08,1,312.55
273,7312,2008-01-08,1,322.05
273,7313,2008-01-08,1,322.05
273,7319,2008-01-08,1,322.05
273,7324,2008-01-08,1,322.05
273,7329,2008-01-08,1,322.05
168,10142,2008-01-08,1,122.55
168,10143,2008-01-08,1,122.55
168,10144,2008-01-08,1,122.55
168,10146,2008-01-08,1,122.55
168,10147,2008-01-08,1,122.55
168,10148,2008-01-08,1,122.55
1714,5019,2008-01-08,1,66.6235
1714,5020,2008-01-08,1,66.6235
1714,5025,2008-01-08,1,66.6235
1691,8405,2008-01-08,1,5.1205
1691,8634,2008-01-08,1,5.1205
1691,8639,2008-01-08,1,5.1205
1691,8640,2008-01-08,1,5.1205
1691,8642,2008-01-08,1,5.1205
1691,8645,2008-01-08,1,5.1205
1691,8657,2008-01-08,1,5.1205
1691,8770,2008-01-08,1,5.1205
1691,9070,2008-01-08,1,5.1205
1691,9075,2008-01-08,1,5.1205
1691,9077,2008-01-08,1,5.1205
1691,9078,2008-01-08,1,5.1205
1691,9079,2008-01-08,1,5.1205
1691,9080,2008-01-08,1,5.1205
1691,9082,2008-01-08,1,5.1205
1703,9090,2008-01-08,1,5.1205
1703,9091,2008-01-08,1,5.1205
1703,9092,2008-01-08,1,5.1205
1703,9096,2008-01-08,1,5.1205
1703,9099,2008-01-08,1,5.1205
1703,9100,2008-01-08,1,5.1205
1703,9101,2008-01-08,1,5.1205
1703,9102,2008-01-08,1,5.1205
1703,9140,2008-01-08,1,5.1205
